id,material_number,product_description,pack_size_id,weight
672,5349607,INTERTHANE 990 PHL274/20L/RP,2,0.0
673,5349609,INTERTHANE 990 PHL274/5L/RP,1,0.0
674,5349630,INTERTHANE 990 PHL549/20L/RP,2,0.0
675,5349633,INTERTHANE 990 PHL549/5L/RP,1,0.0
676,5349645,INTERTHANE 990 PHL570/5L/RP,1,0.0
677,5349655,INTERTHANE 990 PHM001/20L/RP,2,0.0
678,5349656,INTERTHANE 990 PHM001/5L/RP,1,0.0
679,5349663,INTERTHANE 990 PHM051/20L/RP,2,0.0
680,5349734,INTERTHANE 990 PHO095/5L/RP,1,0.0
681,5349783,INTERTHANE 990 PHP27V/5L/RP,1,0.0
682,5349820,INTERTHANE 990 PHR764/5L/RP,1,0.0
683,5349865,INTERTHANE 990 PHS64P/5L/RP,1,0.0
684,5350071,INTERTHANE 990 PHY999/20L/RP,2,0.0
685,5350073,INTERTHANE 990 PHY999/5L/RP,1,4.647
686,5350095,INTERTHANE 990 PHZ007/20L/RP,2,0.0
687,5350096,INTERTHANE 990 PHZ007/5L/RP,1,0.0
688,5350121,INTERTHANE 990 PHZ540/5L/RP,1,0.0
689,5350130,INTERTHANE 990 PHZ651/5L/RP,1,0.0
690,5350150,INTERTHANE 990 PHZ820/5L/RP,1,0.0
691,5350178,INTERTHANE 990 PHZ919/20L/RP,2,0.0
692,5350186,INTERTHANE 987 PLA046/1L/RP,4,0.0
693,5350192,INTERTHANE 987 PLM300/5L/RP,1,0.0
694,5350204,INTERTHANE 987 PLZ684/5L/RP,1,0.0
695,5350223,INTERTHANE 870/870UHS QGA046/1L/RP,4,0.0
696,5350226,INTERTHANE 870/870UHS QGA046/3L/RP,7,0.0
697,5350229,INTERTHANE 870 QGA100/20L/RP,2,0.0
698,5350237,INTERTHANE 870 QGA130/5L/RP,1,0.0
699,5350246,INTERTHANE 870 QGB000/20L/RP,2,0.0
700,5350267,INTERTHANE 870 QGD704/20L/RP,2,0.0
701,5350312,INTERZINC 22 QHA027/5L/RP,1,8.662
702,5350320,INTERZINC 2280 QHA080/5L/RI,1,4.944
703,5350321,INTERZINC 2280 QHA080/4.33L/RP,7,4.933
704,5350329,INTERZINC 22 QHA285/5L/RP,1,0.0
705,5350343,INTERTHANE 976 QPA975/5L/RP,1,0.0
706,5350347,INTERTHANE 976 QPA976/1L/RP,4,0.0
707,5350353,INTERCRYL 700 QYF684/5L/RP,1,0.0
708,5350367,INTERTHANE 1009 RHB000/20L/RP,2,0.0
709,5350528,INTERLINE 994 TCA993/20L/RP,2,0.0
710,5350533,INTERLINE 994 TCA994/20L/RP,2,0.0
711,5350547,INTERLINE 994 TCA995/5L/RI,1,2.39
712,5350549,INTERLINE 994 TCA995/2.5L/RP,1,0.0
713,5350551,INTERLINE 955 TEA150/1L/RP,4,0.0
714,5350556,INTERLINE 955 TEA603/20L/RP,2,0.0
715,5350559,INTERLINE 1064 TEA864/1L/RI,4,0.424
716,5350560,INTERLINE 1064 TEA864/1L/RP,4,0.0
717,5350564,INTERLINE 1064 TEA866/20L/RI,2,0.0
718,5350569,INTERLINE 1064 TEA867/20L/RI,2,24.912
719,5350570,INTERLINE 1064 TEA867/20L/RP,2,0.0
720,5350574,INTERLINE 944 THA044/5L/RI,1,0.0
721,5350575,INTERLINE 944 THA044/5L/RP,1,0.0
722,5350578,INTERLINE 925 THA125/20L/RP,2,0.0
723,5350589,INTERLINE 925 THA126/5L/RP,1,0.0
724,5350597,INTERLINE 925 THA127/5L/RP,1,0.0
725,5350612,INTERLINE 704 THA700/20L/RP,2,0.0
726,5350613,INTERLINE 704 THA700/5L/RP,1,0.0
727,5350618,INTERLINE 704 THA701/20L/RP,2,0.0
728,5350621,INTERLINE 704 THA702/20L/RP,2,0.0
729,5350631,INTERLINE 704 THA703/5L/RP,1,0.0
730,5350639,INTERLINE 975 THA970/20L/RI,2,0.0
731,5350643,INTERLINE 975 THA972/5L/RI,1,0.0
732,5350647,INTERLINE 984 THA982/10L/RP,5,0.0
733,5350652,INTERLINE 984 THA984/20L/RP,2,0.0
734,5350655,INTERLINE 984 THA987/10L/RP,5,0.0
735,5350662,INTERLINE 944 THB000/20L/RP,2,0.0
736,5350670,INTERLINE 944 THE138/20L/RP,2,0.0
737,5350680,INTERLINE 399 TLA390/20L/RP,2,0.0
738,5350688,INTERLINE 399 TLA393/20L/RP,2,0.0
739,5350698,INTERLINE 399 TLA399/5L/RP,1,0.0
740,5350700,INTERLINE 850 TLA850/20L/RP,2,0.0
741,5350702,INTERLINE 850 TLA850/5L/RP,1,0.0
742,5350710,INTERLINE 850 TLA851/20L/RP,2,0.0
743,5350712,INTERLINE 850 TLA851/5L/RP,1,0.0
744,5350721,INTERLINE 850 TLA856/1L/RI,4,0.0
745,5350722,INTERLINE 850/859 TLA856/1L/RP,4,0.95075
746,5350724,INTERLINE 850/859 TLA856/5L/RP,1,0.0
747,5350725,INTERLINE 982 TPA018/20L/RP,2,0.0
748,5350728,INTERLINE 982 TPA019/2.5L/RP,1,0.0
749,5350735,INTERLINE 982 TPA283/5L/RI,1,2.105
750,5350738,INTERPRIME 539 VTA538/5L/RP,1,0.0
751,5351226,INTERZONE 954GF ZFA001/20L/RP,2,0.0
752,5351228,INTERZONE 954GF ZFA046/5L/RP,1,0.0
753,5352044,INTERLAC 665 CLA106/20L PG1,2,0.0
754,5352045,INTERLAC 665 CLA106/20L PG2,2,0.0
755,5352046,INTERLAC 665 CLA106/20L PG3,2,0.0
756,5352047,INTERLAC 665 CLA106/20L PG4,2,0.0
757,5352048,INTERLAC 665 CLA106/20L PG5,2,0.0
758,5352049,INTERLAC 665 CLA106/20L PG6,2,0.0
759,5352052,INTERLAC 665 CLA106/5L PG1,1,0.0
760,5352053,INTERLAC 665 CLA106/5L PG2,1,0.0
761,5352054,INTERLAC 665 CLA106/5L PG3,1,0.0
762,5352055,INTERLAC 665 CLA106/5L PG4,1,0.0
763,5352056,INTERLAC 665 CLA106/5L PG5,1,0.0
764,5352057,INTERLAC 665 CLA106/5L PG6,1,0.0
765,5352059,INTERLAC 665 CLA121/20L PG1,2,0.0
766,5352060,INTERLAC 665 CLA121/20L PG2,2,0.0
767,5352062,INTERLAC 665 CLA121/5L PG1,1,0.0
768,5352063,INTERLAC 665 CLA121/5L PG2,1,0.0
769,5352064,INTERLAC 665 CLA131/20L PG1,2,0.0
770,5352065,INTERLAC 665 CLA131/20L PG2,2,0.0
771,5352067,INTERLAC 665 CLA131/5L PG1,1,0.0
772,5352068,INTERLAC 665 CLA131/5L PG2,1,0.0
773,5352071,INTERLAC 665 CLA151/5L PG6,1,0.0
774,5352072,INTERZONE 954 EAA904/20L PG2,2,0.0
775,5352074,INTERZONE 954 EAA914/20L PG6,2,0.0
776,5352076,INTERZONE 954 EAA934/20L PG1,2,0.0
777,5352080,INTERGARD 740 ECA106/20L PG1,2,0.0
778,5352081,INTERGARD 740 ECA106/20L PG2,2,0.0
779,5352082,INTERGARD 740 ECA106/20L PG3,2,0.0
780,5352083,INTERGARD 740 ECA106/20L PG4,2,0.0
781,5352084,INTERGARD 740 ECA106/20L PG5,2,0.0
782,5352085,INTERGARD 740 ECA106/20L PG6,2,0.0
783,5352087,INTERGARD 740 ECA106/5L PG2,1,0.0
784,5352088,INTERGARD 740 ECA106/5L PG3,1,0.0
785,5352089,INTERGARD 740 ECA106/5L PG5,1,0.0
786,5352090,INTERGARD 740 ECA106/5L PG6,1,0.0
787,5352102,INTERGARD 740 ECA121/20L PG1,2,0.0
788,5352103,INTERGARD 740 ECA121/20L PG2,2,0.0
789,5352105,INTERGARD 740 ECA121/5L PG1,1,0.0
790,5352106,INTERGARD 740 ECA121/5L PG2,1,0.0
791,5352111,INTERGARD 740 ECA131/20L PG1,2,0.0
792,5352113,INTERGARD 740 ECA131/5L PG1,1,0.0
793,5352114,INTERGARD 740 ECA131/5L PG2,1,0.0
794,5352117,INTERGARD 740 ECA151/20L PG6,2,0.0
795,5352119,INTERGARD 740 ECA151/5L PG6,1,0.0
796,5352122,INTERSEAL 670HS EGA105/20L PG5,2,0.0
797,5352124,INTERSEAL 670HS EGA105/5L PG5,1,0.0
798,5352127,INTERSEAL 670HS EGA130/20L PG1,2,0.0
799,5352129,INTERSEAL 670HS EGA130/5L PG1,1,0.0
800,5352133,INTERSEAL 670HS EGA150/5L PG6,1,0.0
801,5352150,INTERSHEEN 579 LAA106/20L PG1,2,0.0
802,5352151,INTERSHEEN 579 LAA106/20L PG2,2,0.0
803,5352152,INTERSHEEN 579 LAA106/20L PG4,2,0.0
804,5352153,INTERSHEEN 579 LAA106/20L PG5,2,0.0
805,5352154,INTERSHEEN 579 LAA106/20L PG6,2,0.0
806,5352157,INTERSHEEN 579 LAA106/5L PG1,1,0.0
807,5352158,INTERSHEEN 579 LAA106/5L PG2,1,0.0
808,5352159,INTERSHEEN 579 LAA106/5L PG5,1,0.0
809,5352160,INTERSHEEN 579 LAA121/20L PG1,2,0.0
810,5352161,INTERSHEEN 579 LAA121/20L PG2,2,0.0
811,5352162,INTERSHEEN 579 LAA121/5L PG1,1,0.0
812,5352163,INTERSHEEN 579 LAA131/20L PG1,2,0.0
813,5352166,INTERSHEEN 579 LAA131/5L PG1,1,0.0
814,5352169,INTERSHEEN 579 LAA151/5L PG6,1,0.0
815,5352177,INTERTHANE 990 PHA100/20L PG1,2,0.0
816,5352178,INTERTHANE 990 PHA100/20L PG2,2,0.0
817,5352179,INTERTHANE 990 PHA100/20L PG3,2,0.0
818,5352180,INTERTHANE 990 PHA100/20L PG4,2,0.0
819,5352181,INTERTHANE 990 PHA100/20L PG5,2,0.0
820,5352182,INTERTHANE 990 PHA100/20L PG6,2,0.0
821,5352184,INTERTHANE 990 PHA100/5L PG1,1,0.0
822,5352185,INTERTHANE 990 PHA100/5L PG2,1,0.0
823,5352186,INTERTHANE 990 PHA100/5L PG3,1,0.0
824,5352187,INTERTHANE 990 PHA100/5L PG4,1,0.0
825,5352188,INTERTHANE 990 PHA100/5L PG5,1,0.0
826,5352189,INTERTHANE 990 PHA100/5L PG6,1,0.0
827,5352203,INTERTHANE 990 PHA120/20L PG1,2,0.0
828,5352204,INTERTHANE 990 PHA120/20L PG2,2,0.0
829,5352206,INTERTHANE 990 PHA120/5L PG1,1,0.0
830,5352207,INTERTHANE 990 PHA120/5L PG2,1,0.0
831,5352213,INTERTHANE 990 PHA130/20L PG1,2,0.0
832,5352214,INTERTHANE 990 PHA130/20L PG2,2,0.0
833,5352216,INTERTHANE 990 PHA130/5L PG1,1,0.0
834,5352217,INTERTHANE 990 PHA130/5L PG2,1,0.0
835,5352222,INTERTHANE 990 PHA140/20L PG1,2,0.0
836,5352224,INTERTHANE 990 PHA140/5L PG1,1,0.0
837,5352228,INTERTHANE 990 PHA150/20L PG6,2,0.0
838,5352230,INTERTHANE 990 PHA150/5L PG5,1,0.0
839,5352231,INTERTHANE 990 PHA150/5L PG6,1,0.0
840,5352238,INTERTHANE 990 PHA190/20L PG6,2,0.0
841,5352240,INTERTHANE 990 PHA190/5L PG5,1,0.0
842,5352241,INTERTHANE 990 PHA190/5L PG6,1,0.0
843,5352246,INTERTHANE 870 QGA100/20L PG1,2,0.0
844,5352247,INTERTHANE 870 QGA100/20L PG3,2,0.0
845,5352248,INTERTHANE 870 QGA100/20L PG5,2,0.0
846,5352255,INTERTHANE 870 QGA130/20L PG1,2,0.0
847,5352257,INTERTHANE 870 QGA130/5L PG1,1,0.0
848,5352260,INTERFINE 979 SYA100/20L PG5,2,0.0
849,5352275,INTERFINE 878 SZA130/20L PG1,2,0.0
850,5353527,INTERLAC 665 CLA121/20L PG3,2,0.0
851,5353528,INTERLAC 665 CLA121/5L PG3,1,0.0
852,5353529,INTERLAC 665 CLA131/20L PG4,2,0.0
853,5353530,INTERLAC 665 CLA131/5L PG4,1,0.0
854,5353531,INTERLAC 665 CLA131/5L PG5,1,0.0
855,5353532,INTERLAC 665 CLA151/5L PG5,1,0.0
856,5353533,INTERGARD 740 ECA106/5L PG1,1,0.0
857,5353534,INTERGARD 740 ECA106/5L PG4,1,0.0
858,5353536,INTERGARD 740 ECA121/20L PG3,2,0.0
859,5353537,INTERGARD 740 ECA121/20L PG4,2,0.0
860,5353538,INTERGARD 740 ECA121/5L PG3,1,0.0
861,5353539,INTERGARD 740 ECA121/5L PG4,1,0.0
862,5353544,INTERGARD 740 ECA131/20L PG2,2,0.0
863,5353545,INTERGARD 740 ECA131/5L PG5,1,0.0
864,5353549,INTERGARD 740 ECA151/5L PG5,1,0.0
865,5353551,INTERFINE 629 HRA100/20L PG5,2,0.0
866,5353553,INTERFINE 629 HRA130/5L PG1,1,0.0
867,5353554,INTERFINE 629 HRA130/5L PG6,1,0.0
868,5353556,INTERFINE 629 HRA151/5L PG6,1,0.0
869,5353558,INTERSHEEN 579 LAA106/20L PG3,2,0.0
870,5353559,INTERSHEEN 579 LAA106/5L PG3,1,0.0
871,5353560,INTERSHEEN 579 LAA106/5L PG4,1,0.0
872,5353561,INTERSHEEN 579 LAA106/5L PG6,1,0.0
873,5353562,INTERSHEEN 579 LAA121/20L PG4,2,0.0
874,5353563,INTERSHEEN 579 LAA121/5L PG2,1,0.0
875,5353564,INTERSHEEN 579 LAA121/5L PG3,1,0.0
876,5353565,INTERSHEEN 579 LAA121/5L PG4,1,0.0
877,5353566,INTERTHANE 990 PHA120/20L PG3,2,0.0
878,5353567,INTERTHANE 990 PHA120/5L PG5,1,0.0
879,5353570,INTERTHANE 990 PHA130/20L PG4,2,0.0
880,5353571,INTERTHANE 990 PHA130/20L PG5,2,0.0
881,5353572,INTERTHANE 990 PHA130/5L PG4,1,0.0
882,5353573,INTERTHANE 990 PHA130/5L PG5,1,0.0
883,5353578,INTERTHANE 990 PHA140/20L PG2,2,0.0
884,5353579,INTERTHANE 990 PHA140/20L PG6,2,0.0
885,5353580,INTERTHANE 990 PHA140/5L PG2,1,0.0
886,5353581,INTERTHANE 990 PHA140/5L PG6,1,0.0
887,5353586,INTERTHANE 990 PHA150/20L PG4,2,0.0
888,5353587,INTERTHANE 990 PHA150/20L PG5,2,0.0
889,5353588,INTERTHANE 990 PHA150/5L PG1,1,0.0
890,5353589,INTERTHANE 990 PHA150/5L PG4,1,0.0
891,5353593,INTERTHANE 990 PHA190/5L PG4,1,0.0
892,5353597,INTERTHANE 870 QGA130/5L PG2,1,0.0
893,5355787,HS COLORANT PRIMARY GVA904/5L/EU,1,0.0
894,5357475,INTERGARD 251HS/2511 KGA801/5L/XA,1,6.7788
895,5357942,INTERTHANE 1009 RHA046/5L/RI,1,0.0
896,5360892,INTERPLUS 4102 ODIN GEL GMA412/25L/RP,1,25.0
897,5361673,Intersmooth 7670 SPC BEA969/20L/RP,2,0.0
898,5372435,INTERCLENE 155 BWA500/5L/HA,1,0.0
899,5373832,INTERNATIONAL GVA127/5KG/HA,14,0.0
900,5373856,INTERTHERM 715 HAA720/5L/HA,1,0.0
901,5380373,INTERZONE 954GF ZFA004/20L/RP,2,0.0
902,5380497,INTERPLATE 317 NQA317/20L/RP,2,0.0
903,5380966,INTERZONE 954 EAA904/20L PG5,2,0.0
904,5380994,INTERPLATE 317 NQA311/20L/RP,2,0.0
905,5381489,INTERTHANE 1009 RHB000/5L/RP,1,0.0
906,5381492,INTERTHANE 1009 RHA046/1L/RP,4,0.0
907,5382266,INTERZONE 954GF ZFA001/20L/RI,2,0.0
908,5382826,INTERZONE 954GF ZFA046/5L/RI,1,0.0
909,5382827,CEILCOTE 282 FLAKELINE NCA166/20L/RI,2,0.0
910,5382828,CEILCOTE 282 FLAKELINE NCA154/20L/RI,2,0.0
911,5383097,CEILCOTE 282 FLAKELINE NCA183/20L/RI,2,0.0
912,5386003,INTERZONE 485 EAA485/20L/AM,2,0.0
913,5386064,INTERZONE 954 EAXN53/20L/AM,2,0.0
914,5387308,INTERNATIONAL 003 GVA124/5L/AM,1,0.0
915,5387309,INTERNATIONAL 003 GVA126/5L/AM,1,0.0
916,5387310,INTERNATIONAL 003 GVA127/5L/AM,1,0.0
917,5387314,INTERNATIONAL 003 GVA142/5L/AM,1,0.0
918,5387317,INTERNATIONAL 003 GVA147/5L/AM,1,0.0
919,5387318,INTERNATIONAL 003 GVA149/5L/AM,1,0.0
920,5387504,INTERFINE 629 HRA046/2.5L/AM,1,0.0
921,5387514,INTERFINE 629 HRA130/5L/AM,1,0.0
922,5387527,INTERFINE 629 HRB141/5L/AM,1,0.0
923,5387561,INTERTHERM 3350 HTA335/20L/UH,2,0.0
924,5388945,INTERTHANE 990 PHA120/5L/AM,1,0.0
925,5389209,INTERFINE 979 SYA056/1L/AM,4,0.0
926,5389225,INTERFINE 979 SYA130/5L/AM,1,0.0
927,5395079,CEILCOTE 232 FLAKELINE NCA109/20L/RI,2,0.0
928,5395573,INTERTHANE 1009 RHD704/20L/RI,2,0.0
929,5485110,Interzinc 52E Part B EPA827/1L/AM,4,0.0
930,5485111,Interzinc 52E Grey Part A EPA824/10L/AM,5,0.0
931,5485671,INTERZONE 954 EAB117/20L/XA,2,26.22
932,5499624,INTERTHANE 990 AEROSOL B132PH/1BX/Z1,12,0.0
933,5500329,INTERZONE 954 AEROSOL EAA751/1BX/Z1,12,0.389
934,5500332,INTERZONE 954 AEROSOL EAA757/1BX/Z1,12,0.0
935,5500338,INTERZONE 954 AEROSOL EAA784/1BX/Z1,12,0.105
936,5502159,INTERTHERM 2205 HTA205/5L/EU,1,7.2
937,5502161,INTERTHERM 2205 HTA206/1L/EU,4,0.987
938,5505150,INTERTHANE 990 AEROSOL PHA146/1BX/Z1,12,0.0
939,5511245,INTERNATIONAL 003 GVA134/5L/EU,1,0.0
940,5511288,INTERTHANE 990 PHA150/5L/EU,1,0.0
941,5519147,INTERBOND 1202UPC HTA166/1L/RI,4,0.494
942,5538492,INTERTHANE 1009 RHA22A/20L/RP,2,0.0
943,5538519,INTERTHANE 1009 RHA22A/5L/RP,1,0.0
944,5538522,INTERTHERM 228HS HTA542/20L/XA,2,0.0
945,5541153,INTERSMOOTH 7465HS SPC BEA777/15L/KCE,1,0.0
946,5541164,INTERSMOOTH 7475SI SPC BEA847/15L/KCE,1,0.0
947,5547662,INTERSEAL 1122 GMA112/15L/KC,1,0.0
948,5547674,INTERSEAL 3377 GMA377/15L/KC,1,0.0
949,5548096,CHARTEK 1709 HCA179/17.85KG/KC,10,17.85
950,5548817,INTERGARD 9600 KNA962/15L/KC,1,0.0
951,5557278,INTERSWIFT 6800HS BLACK BMA689/5L/RP,1,0.0
952,5557652,CHARTEK 7 302120/17.74KG/RR,6,0.0
953,5557654,CHARTEK 7 302130/14.52KG/RR,8,0.0
954,5567094,ENVIROLINE 124 NVA125/10L/RI,5,0.0
955,5567096,ENVIROLINE 124 NVA102/20L/RI,2,0.0
956,5574965,INTERLAC 665 CLA106/5L/XA,1,4.601
957,5574983,INTERLAC 665 CLA121/5L/XA,1,5.0895
958,5574989,INTERLAC 665 CLA131/20L/XA,2,0.0
959,5575034,INTERGARD 740 ECA106/5L/XA,1,5.0845
960,5575035,INTERGARD 740 ECA106/20L/XA,2,20.338
961,5575099,INTERGARD 740 ECA131/5L/XA,1,5.724
962,5575120,INTERGARD 740 ECA131/20L/XA,2,22.896
963,5575554,INTERNATIONAL GVA134/5L/XA,1,8.025
964,5575555,INTERTHANE 990 PHA140/5L/XA,1,5.22108333333333
965,5575556,INTERTHANE 990 PHA130/5L/XA,1,5.062
966,5575557,INTERTHANE 990 PHA140/20L/XA,2,0.0
967,5575558,INTERTHANE 990 PHA100/20L/XA,2,0.0
968,5575564,INTERTHANE 990 PHA100/5L/XA,1,4.152
969,5576681,INTERLAC 665 CLA131/5L/XA,1,5.512
970,5577014,INTERSWIFT 6800HS BMA689/5L/XA,1,8.8305
971,5578634,INTERTHANE 990E RUA11A/20L/RP,2,0.0
972,5578635,INTERTHANE 990E RUA046/5L/RP,1,0.0
973,5578636,INTERTHANE 990E RUA22A/5L/RP,1,0.0
974,5578637,INTERTHANE 990E RUA22A/20L/RP,2,0.0
975,5578638,INTERTHANE 990E RUA44A/5L/RP,1,0.0
976,5578639,INTERTHANE 990E RUA046/1L/RP,4,0.0
977,5578640,INTERTHANE 990E RUA11A/5L/RP,1,0.0
978,5578689,INTERTHANE 990E RUA44A/20L/RP,2,0.0
979,5580907,INTERTHANE 990E RUB000/20L/RP,2,0.0
980,5585463,INTERZINC 52E EPA827/1L/XA,4,0.95
981,5585470,INTERZINC 52E EPA824/10L/XA,5,21.591
982,5586496,INTERZINC 42 EPA043/1L/RI,4,0.0
983,5586537,INTERTHERM 3070 HTA130/20L/RI,2,0.0
984,5586825,INTERSMOOTH 7670 SPC BEA967/20L/XA,2,30.422
985,5587421,INTERSMOOTH 7670 SPC BEA964/20L/XA,2,30.339
986,5587425,INTERCEPT 8500 LPP LPP867/20L/XA,2,0.0
987,5587438,INTERCEPT 8500 LPP LPP864/20L/XA,2,0.0
988,5587656,INTERTHANE 990E RUA22A/20L PG1,2,0.0
989,5588368,INTERSMOOTH 7200Si SPC BEA827/20L/XA,2,0.0
990,5594919,CEILCOTE 222GF FLAKELINE NCA022/20L/RI,2,0.0
991,5616116,INTERSPEED 6400 BQA649/20L/XA,2,0.0
992,5619357,INTERTHANE 990E RUA22A/5L/XA,1,0.0
993,5619358,INTERTHANE 990E RUB000/5L/XA,1,6.71325
994,5619401,INTERTHANE 990E RUA44A/5L/XA,1,5.54933333333333
995,5619405,INTERTHANE 990E RUB000/20L/XA,2,0.0
996,5619406,INTERTHANE 990E RUA22A/20L/XA,2,0.0
997,5619407,INTERTHANE 990E RUA046/5L/XA,1,0.0
998,5619408,INTERTHANE 990E RUA046/1L/XA,4,0.611
999,5620056,INTERTHANE 990 PHA190/5L/XA,1,3.87
1000,5622691,INTERPRIME 312 CPA312/5L/XA,1,6.5225
1001,5622692,INTERZONE 954 EAC065/20L/XA,2,29.71
1002,5622737,INTERBOND 2340UPC HTA342/20L/XA,2,19.65
1003,5622739,INTERTHANE 5013 PHA276/5L/XA,1,7.011
1004,5622740,INTERTHANE 5013 PHA297/1L/XA,4,0.555
1005,5622748,INTERSLEEK 1001 BXA103/3L/XA,7,0.0
1006,5622749,INTERSLEEK 1001 BXA107/10L/XA,5,0.0
1007,5622759,INTERBOND 2340UPC HTA340/5L/XA,1,3.88
1008,5622760,INTERBOND 2340UPC HTA341/20L/XA,2,19.611
1009,5622764,INTERSMOOTH 7670 SPC BEA969/20L/XA,2,30.08
1010,5622765,INTERSMOOTH 7670 SPC BEA969/5L/XA,1,7.52
1011,5622766,INTERSLEEK 1001 BXA104/1L/XA,4,0.0
1012,5622769,INTERSLEEK 731 BXA730/10L/XA,5,0.0
1013,5622770,INTERSLEEK 731 BXA732/10L/XA,5,0.0
1014,5622813,INTERSLEEK 1100SR FXA990/10L/XA,5,0.0
1015,5622816,INTERSLEEK 1100SR FXA993/3L/XA,7,1.4975
1016,5622817,INTERSLEEK 1100SR FXA994/1L/XA,4,1.0095
1017,5622819,INTERSLEEK 1100SR FXA997/10L/XA,5,7.539
1018,5622821,INTERSLEEK 1100SR FXA999/10L/XA,5,0.0
1019,5622823,INTERTHERM 751CSA HTA398/5L/XA,1,0.0
1020,5622841,INTERTHANE 987 PLZ684/5L/XA,1,5.22739130434783
1021,5622848,INTERSLEEK 731 BXA731/5L/XA,1,0.0
1022,5622868,INTERLAC 665 CLM96L/20L/XA,2,0.0
1023,5622917,INTERLAC 665 CLA151/5L/XA,1,4.4409
1024,5622922,INTERZONE 954 EAA914/20L/XA,2,0.0
1025,5622923,INTERGARD 740 ECA151/20L/XA,2,0.0
1026,5622924,INTERGARD 740 ECA151/5L/XA,1,0.0
1027,5622926,INTERZONE 505 EGA858/20L/XA,2,15.866
1028,5622936,INTERLAC 678 HVA022/5L/XA,1,0.0
1029,5622949,INTERTHANE 870 QGA130/20L/XA,2,0.0
1030,5622955,INTERLINE 994 TCA993/20L/XA,2,30.677
1031,5622956,INTERLINE 994 TCA994/20L/XA,2,30.694
1032,5622960,INTERLINE 984 THA987/10L/XA,5,9.551
1033,5622967,INTERSMOOTH 7460HS SPC BEA754/20L/XA,2,0.0
1034,5622968,INTERSMOOTH 7460HS SPC BEA757/20L/XA,2,0.0
1035,5622970,INTERSMOOTH 7475SI SPC BEA844/20L/XA,2,37.626
1036,5622971,INTERSMOOTH 7475Si SPC BEA847/20L/XA,2,38.133
1037,5622978,INTERZONE 954 EAA935/20L/XA,2,0.0
1038,5622990,INTERZONE 505 EGA886/10L/XA,5,0.0
1039,5623006,INTERSTORES EPOXY PRIMER ISA450/20L/XA,2,0.0
1040,5623037,INTERPLATE 317 NQA311/20L/XA,2,0.0
1041,5623038,INTERPLATE 317 NQA311/5L/XA,1,0.0
1042,5623048,INTERBOND 2340UPC HTA346/1.3L/XA,3,0.944
1043,5623081,INTERLINE 704 THA700/5L/XA,1,4.12338888888889
1044,5623084,INTERSHIELD 300 ENA303/3L/1.43/XA,7,1.329875
1045,5623085,INTERSTORES EPOXY PRIMER ISA420/20L/XA,2,0.0
1046,5623087,INTERZINC 52 EPA142/10L/XA,5,23.741
1047,5623089,INTERZONE 954 EAA904/20L/XA,2,0.0
1048,5623090,INTERZONE 954 EAA934/20L/XA,2,0.0
1049,5623091,INTERZONE 954 EAA934/5L/XA,1,0.0
1050,5623092,INTERZONE 954 EAA953/20L/XA,2,28.168
1051,5623097,INTERTHERM 875 HAB000/5L/XA,1,0.0
1052,5623103,INTERPLATE 317 NQA317/10L/XA,5,0.0
1053,5623104,INTERPLATE 317 NQA317/5L/XA,1,0.0
1054,5623105,INTERZONE 505 EGA881/20L/XA,2,16.501
1055,5623109,INTERGARD 475HS EVA531/20L/XA,2,26.011
1056,5623110,INTERGARD 475HS EVA531/5L/XA,1,6.503
1057,5623113,INTERSEAL 670HS EGA150/5L/XA,1,0.0
1058,5623132,INTERTUF 262 KHA304/5L/XA,1,5.966
1059,5623137,INTERSTORES EPOXY PRIMER ISA426/5L/XA,1,0.0
1060,5623140,INTERGARD 475HS EVA520/20L/XA,2,25.963
1061,5623141,INTERGARD 475HS EVA520/5L/XA,1,0.0
1062,5623157,INTERTHANE 987 PLA046/1L/XA,4,0.757
1063,5623161,INTERSEAL 670HS EGA105/20L/XA,2,25.887
1064,5623162,INTERSEAL 670HS EGA105/5L/XA,1,0.0
1065,5623163,INTERSEAL 670HS EGA130/20L/XA,2,27.702
1066,5623164,INTERSEAL 670HS EGA130/5L/XA,1,6.9255
1067,5623165,INTERSEAL 670HS EGA231/20L/XA,2,28.73
1068,5623166,INTERSEAL 670HS EGA231/5L/XA,1,7.1825
1069,5623167,INTERSHEEN 579 LAA106/20L/XA,2,19.413
1070,5623168,INTERSHEEN 579 LAA106/5L/XA,1,4.855
1071,5623172,INTERSHEEN 579 LAA131/5L/XA,1,5.383
1072,5623180,INTERNATIONAL GTA853/5L/XA,1,4.109
1073,5623184,INTERZONE 954GF ZFA001/20L/XA,2,23.66
1074,5623186,INTERZONE 954GF ZFA004/20L/XA,2,0.0
1075,5623632,INTERTHANE 990E RUD704/20L/XA,2,0.0
1076,5624238,INTERLAC 665 CLM96L/5L/XA,1,0.0
1077,5624288,INTERSHIELD 300HS ENA373/5L/XA,1,4.0995
1078,5674090,CHARTEK 7 302120/17.74KG/EU/RR,6,0.0
1079,5675045,CHARTEK 7 302130/14.52KG/EU/RR,8,0.0
1080,5675046,INTERCHAR 212 HCA212/17.85KG/EU/RR,10,0.0
1081,5680534,INTERBOND 2340UPC HTA346/5L/XA,1,4.7205
1082,5680535,INTERBOND 2340UPC HTA340/20L/XA,2,19.401
1083,5688268,INTERNATIONAL THINNER GTA803/5L/MJ,1,4.0955
1084,5691408,INTERLAC 665 CLR764/5L/XA,1,0.0
